(0.0666667, 0.02, 0.0233333) 0.05563137523096612 0.013835179270317207 0.7221662887801226
(0.0666667, 0.02, 0.09333330333333334) 0.029939011177545227 0.013179217919862403 0.9263177623757101
(0.0666667, 0.02, 0.16333330666666668) 0.03317328740424775 0.009429072053523026 0.9116896655827095
(0.0666667, 0.02, 0.23333331000000002) 0.036548214642283264 0.008215768368592932 1.0186256618123732
(0.0666667, 0.02, 0.3733333166666667) 0.02517338860988635 0.005277136239816726 0.8963024374052705
(0.0666667, 0.02, 0.44333332000000003) 0.01929523221095626 0.0038548907972623114 1.0285112135192218
(0.0666667, 0.02, 0.5133333233333334) 0.023785537359642308 0.0026247856528153375 1.1960716486929797
(0.0666667, 0.02, 0.5833333266666667) 0.021214560645218622 0.0035336093181486034 1.2529442026226651
(0.0666667, 0.02, 0.65333333) 0.03204576603599075 0.003813592066757097 1.397415921083232
(0.0666667, 0.08, 0.0233333) 0.04684206535781615 0.00999296587145289 0.8468541718057792
(0.0666667, 0.08, 0.09333330333333334) 0.048893509024201406 0.011525839853709004 0.7908054587315367
(0.0666667, 0.08, 0.16333330666666668) 0.042317598680498614 0.010347891415046296 0.7891985768679377
(0.0666667, 0.08, 0.23333331000000002) 0.033771511310119746 0.008050188710996817 0.9238743684928271
(0.0666667, 0.08, 0.30333331333333335) 0.03215178053628628 0.006978117875194312 0.9244937180894511
(0.0666667, 0.08, 0.3733333166666667) 0.021468713937494617 0.004092308939578971 0.9961262725916178
(0.0666667, 0.08, 0.44333332000000003) 0.02304877450272698 0.0048006160601544254 1.0314303421164537
(0.0666667, 0.08, 0.5133333233333334) 0.024100974239705836 0.002879426023077285 1.2244144146677898
(0.0666667, 0.08, 0.5833333266666667) 0.0213145127320084 0.00324964922646061 1.3166993562679985
(0.0666667, 0.08, 0.65333333) 0.04588724597683714 0.0031373027394321785 1.8591359321725538
(0.0666667, 0.14, 0.0233333) 0.029848576212191034 0.009233560828718217 1.0178196168360698
(0.0666667, 0.14, 0.09333330333333334) 0.03727147699095794 0.008549441702022617 1.0059903577371285
(0.0666667, 0.14, 0.16333330666666668) 0.030034411445275 0.006989099572003791 0.9749935837573175
(0.0666667, 0.14, 0.23333331000000002) 0.029877863457908563 0.005534922444501539 0.8874013431005514
(0.0666667, 0.14, 0.30333331333333335) 0.027722057813708793 0.003917397024526922 1.1237482955197267
(0.0666667, 0.14, 0.3733333166666667) 0.030853525547013375 0.00310366895271022 1.2204597715319783
(0.0666667, 0.14, 0.44333332000000003) 0.02590610871421346 0.002706770017616424 1.3537076549336553
(0.0666667, 0.14, 0.5133333233333334) 0.03247973254203817 0.0023296747267989746 1.5229083307196192
(0.0666667, 0.14, 0.5833333266666667) 0.03708183933198978 0.0026038970838128577 1.591007317500989
(0.0666667, 0.14, 0.65333333) 0.056537544124025216 0.002770516848442047 1.871367226494418
(0.0666667, 0.2, 0.0233333) 0.028748432466799992 0.007034849183654642 1.0713489850998752
(0.0666667, 0.2, 0.09333330333333334) 0.027082019425407493 0.005800977694467868 1.1112440339129197
(0.0666667, 0.2, 0.16333330666666668) 0.02702011914262855 0.004993048271960358 1.0990106604087795
(0.0666667, 0.2, 0.23333331000000002) 0.029309387984173728 0.004907132080849004 1.0668275426775629
(0.0666667, 0.2, 0.30333331333333335) 0.021827193328004885 0.0042253929204326655 1.2251942022018256
(0.0666667, 0.2, 0.3733333166666667) 0.024228734534276274 0.0029529931194516128 1.4531464730962325
(0.0666667, 0.2, 0.44333332000000003) 0.03339366512370153 0.003434278445832261 1.5671990063730918
