(0.0, 0.0, 0.0) 0.16034030287301937 0.03639800841813821 1.7047488703387934
(0.0, 0.0, 0.025) 0.1293950642973536 0.03302897037354567 1.4564026251931028
(0.0, 0.0, 0.05) 0.09811615634883893 0.032673049134794 1.1401311736452642
(0.0, 0.0, 0.07500000000000001) 0.1024973071757524 0.0284179586291496 1.2628155218159405
(0.0, 0.0, 0.1) 0.14194896730378864 0.028460848914979565 1.6609005211803853
(0.0, 0.0, 0.125) 0.07802088542184431 0.021636802824214693 1.5623474469676348
(0.0, 0.0, 0.15000000000000002) 0.1337100395315025 0.017536394653834417 1.9323366832554632
(0.0, 0.0, 0.17500000000000002) 0.12877917821857504 0.021633700403841206 2.180427298436052
(0.0, 0.0, 0.2) 0.08910420934051719 0.021389585903589203 2.5804017048021155
(0.0, 0.0, 0.225) 0.09312845977854675 0.01791429153142338 2.6341814092411573
(0.0, 0.0, 0.25) 0.1122207046686812 0.017244246005523368 2.0254574283396267
(0.0, 0.01, 0.0) 0.14137790665023156 0.03236313446955151 1.5276331072984586
(0.0, 0.01, 0.025) 0.16734025946895337 0.03332543918905734 1.5028565245353787
(0.0, 0.01, 0.05) 0.09616780401035994 0.03250922264856911 1.4397504183933751
(0.0, 0.01, 0.07500000000000001) 0.1357716430819961 0.026989152933284206 1.2634826109983073
(0.0, 0.01, 0.1) 0.06596243152979944 0.02681653697432521 1.5669622871179838
(0.0, 0.01, 0.125) 0.08684970630452034 0.02380740601143027 1.3998017103605473
(0.0, 0.01, 0.15000000000000002) 0.11746330342788303 0.02089622398114121 1.5896444208223768
(0.0, 0.01, 0.17500000000000002) 0.1615063545455792 0.017665541468650767 2.746588044522861
(0.0, 0.01, 0.2) 0.06983476790452815 0.017531896224339177 2.016148122836981
(0.0, 0.01, 0.225) 0.08891877842154347 0.014907031113780098 2.5703783531935787
(0.0, 0.01, 0.25) 0.09352214624685513 0.015974575987194522 3.0491104400011686
(0.0, 0.02, 0.0) 0.1417663655583715 0.030148702497961512 1.6976722779963929
(0.0, 0.02, 0.025) 0.12534033673127273 0.031141446263545782 1.1867728756081006
(0.0, 0.02, 0.05) 0.12229187858558138 0.027644940602169033 1.294168600839749
(0.0, 0.02, 0.07500000000000001) 0.1708873412351267 0.026219960566690174 1.8795637114519068
(0.0, 0.02, 0.1) 0.10594070265184506 0.02387957316075289 1.5308176971019987
(0.0, 0.02, 0.125) 0.13153127895406092 0.022759071054476988 1.8188076105725157
(0.0, 0.02, 0.15000000000000002) 0.14301786260055918 0.019948339458486848 1.9867688654877542
(0.0, 0.02, 0.17500000000000002) 0.08191280831126209 0.017848754337185135 2.2558971975443693
(0.0, 0.02, 0.2) 0.10315554308080067 0.018023847214962526 2.5098517647371605
(0.0, 0.02, 0.225) 0.09470225185064342 0.016594855388794294 2.121339705767828
(0.0, 0.02, 0.25) 0.09162450247410672 0.016169147143205883 2.818769317067981
(0.0, 0.03, 0.0) 0.15467276738057278 0.026916399057014494 1.3867543181500142
(0.0, 0.03, 0.025) 0.19084716941857702 0.026014029448110633 1.5971972221141186
(0.0, 0.03, 0.05) 0.0835210927212907 0.023994661851401904 1.3457460028059676
(0.0, 0.03, 0.07500000000000001) 0.11141923119646571 0.023070490870811776 1.5575045324617667
(0.0, 0.03, 0.1) 0.11431395793820086 0.02322084852019082 1.4974040525068282
(0.0, 0.03, 0.125) 0.09969387553210989 0.016465942680815124 1.8747477697750388
(0.0, 0.03, 0.15000000000000002) 0.1990820444684228 0.019897573057138636 1.9220849966510254
(0.0, 0.03, 0.17500000000000002) 0.10089202947056626 0.017620023912336295 2.38092435797515
(0.0, 0.03, 0.2) 0.10646249655931239 0.017411453276310537 2.406814915611902
(0.0, 0.03, 0.225) 0.09092770565891738 0.014568462488436854 2.4293759490460856
(0.0, 0.03, 0.25) 0.09673063783344656 0.01487795848314564 2.987342759899663
(0.0, 0.04, 0.0) 0.09353515933906258 0.018962801756220837 1.298138545547927
(0.0, 0.04, 0.025) 0.13804343082303322 0.021975103210690218 1.5257284779133848
(0.0, 0.04, 0.05) 0.1119701436616826 0.02195152520594416 1.3705575088381585
(0.0, 0.04, 0.07500000000000001) 0.09703066572876687 0.017563533718831317 1.8045891214543774
(0.0, 0.04, 0.1) 0.0977341144593105 0.016670738281908012 1.4961421960538661
(0.0, 0.04, 0.125) 0.06637077733977582 0.015451427306532707 1.9763676502541692
(0.0, 0.04, 0.15000000000000002) 0.08496197308931551 0.0145081565418421 2.0689351677862344
(0.0, 0.04, 0.17500000000000002) 0.07010561933243133 0.013556506193703386 2.1147550567735314
(0.0, 0.04, 0.2) 0.06421039190687915 0.015574531882319772 2.4778229341700784
(0.0, 0.04, 0.225) 0.0779598648675237 0.016085415776338832 2.8438221254826033
(0.0, 0.04, 0.25) 0.09298895896089306 0.014155833195327632 2.801079890473222
(0.0, 0.05, 0.0) 0.12187020493890978 0.017087443453595006 1.6932202776084098
(0.0, 0.05, 0.025) 0.08212609031273607 0.015327672922066257 1.355115483176916
(0.0, 0.05, 0.05) 0.08725400665718168 0.015614244849119451 1.432268323087572
(0.0, 0.05, 0.07500000000000001) 0.07635457146438233 0.01862906487360193 1.4033883342653755
(0.0, 0.05, 0.1) 0.09849619318151187 0.01702842470318576 2.6995979458131356
(0.0, 0.05, 0.125) 0.08909552548384077 0.01465919672031086 2.4299497208901815
(0.0, 0.05, 0.15000000000000002) 0.060690729159057655 0.013967914856443196 2.0320802612216795
(0.0, 0.05, 0.17500000000000002) 0.14723092041471356 0.013606254886071078 2.0722566752353
(0.0, 0.05, 0.2) 0.0789311109986888 0.014804653703605564 2.4896247759055536
(0.0, 0.05, 0.225) 0.1026519022532432 0.014848190097338903 2.752631634648102
(0.0, 0.05, 0.25) 0.15408013420466668 0.01417586769252212 3.059368203152088
(0.0, 0.06, 0.0) 0.09812910488666887 0.013208784531686954 1.43190851240611
(0.0, 0.06, 0.025) 0.0803226442750085 0.014100374584482064 1.631754159805655
(0.0, 0.06, 0.05) 0.08260741256324387 0.011889245784747624 1.7645594955953956
(0.0, 0.06, 0.07500000000000001) 0.0861048479211274 0.01131159884061231 2.0957214403305344
(0.0, 0.06, 0.1) 0.07070511874432373 0.010903978452422514 1.7931096771704795
(0.0, 0.06, 0.125) 0.08971883004991647 0.01367575448232705 2.1560083782450157
(0.0, 0.06, 0.15000000000000002) 0.07864409241814696 0.013688470064203434 1.9864609935291297
(0.0, 0.06, 0.17500000000000002) 0.10115629551064344 0.01231256507587215 2.616872002906237
(0.0, 0.06, 0.2) 0.07489879549668857 0.009422052700392952 2.7764595198741286
(0.0, 0.06, 0.225) 0.1018375629869254 0.011686332541566655 3.0311731769375045
(0.0, 0.06, 0.25) 0.10268426827110093 0.017545302538461812 2.766433996389461
(0.0, 0.07, 0.0) 0.09513337178289093 0.013039033000955547 1.8271426335411398
(0.0, 0.07, 0.025) 0.06629675836875878 0.012163985843226463 1.7233423747966796
(0.0, 0.07, 0.05) 0.05200900778072359 0.01010995224394156 1.616361994644504
(0.0, 0.07, 0.07500000000000001) 0.08098282282637995 0.012815090160384277 2.128217264539738
(0.0, 0.07, 0.1) 0.09737053022452485 0.01005042439522706 2.3811334763271486
