(0.0, 0.0, 0.0) 0.036941493017665375 0.013813771517512294 0.9342516657674242
(0.0, 0.0, 0.06999999999999999) 0.031791844332394424 0.013223815794134177 0.8728361694384696
(0.0, 0.0, 0.13999999999999999) 0.02944908668641722 0.012625384716450524 0.7765935394502739
(0.0, 0.0, 0.20999999999999996) 0.04674687253897261 0.01057770532822166 0.6647608532632557
(0.0, 0.0, 0.27999999999999997) 0.03314143826856635 0.007386089209602181 0.7935426704467643
(0.0, 0.0, 0.35) 0.026254942365134253 0.004734496862755065 0.8454635217681743
(0.0, 0.0, 0.41999999999999993) 0.017292836653987963 0.004157042749932882 0.9391765792067549
(0.0, 0.0, 0.48999999999999994) 0.029256612606406978 0.00296465941214634 0.9253684062103102
(0.0, 0.0, 0.5599999999999999) 0.024468587413007253 0.0033331437028787797 1.0129147133142866
(0.0, 0.0, 0.6299999999999999) 0.03212548318385679 0.0045387444905004345 1.4665516516405506
(0.0, 0.0, 0.7) 0.048511320880268 0.004895587028561466 1.659953360470717
(0.0, 0.06, 0.0) 0.03573635688360585 0.011245322188967732 0.8641166323629792
(0.0, 0.06, 0.06999999999999999) 0.03454869565697519 0.012008800776812635 0.988977128085153
(0.0, 0.06, 0.13999999999999999) 0.03486394325068846 0.011336925977286444 0.8862952587218311
(0.0, 0.06, 0.20999999999999996) 0.04068314218711724 0.010204266834031223 0.9328544772683556
(0.0, 0.06, 0.27999999999999997) 0.023869403416735917 0.007138760355100111 0.9327591445507549
(0.0, 0.06, 0.35) 0.024381054063299743 0.0058348960574681075 1.0341846073989707
(0.0, 0.06, 0.41999999999999993) 0.025160712070720962 0.003669842357913201 1.0445373596987026
(0.0, 0.06, 0.48999999999999994) 0.021493390402422666 0.0031362005407470205 1.1464704449492968
(0.0, 0.06, 0.5599999999999999) 0.022796562463568888 0.0025932270599852356 1.2568641933992146
(0.0, 0.06, 0.6299999999999999) 0.027531227152440035 0.0033212695868755832 1.391093654126252
(0.0, 0.06, 0.7) 0.04042394404962628 0.003994491424761928 1.7964197752454334
(0.0, 0.12, 0.0) 0.027897278359254003 0.009135822156183577 0.9590750496880011
(0.0, 0.12, 0.06999999999999999) 0.039679377030285345 0.0049911576602879966 1.0215022903671716
(0.0, 0.12, 0.13999999999999999) 0.022516314196182 0.009396352548378405 0.8724900459149004
(0.0, 0.12, 0.20999999999999996) 0.037145436789460556 0.00828460367859463 0.9574196341756185
(0.0, 0.12, 0.27999999999999997) 0.026009513402132367 0.0066904647088923104 1.065667286215985
(0.0, 0.12, 0.35) 0.01816018570813571 0.004953046321645013 1.0400999665401864
(0.0, 0.12, 0.41999999999999993) 0.020882302361524056 0.003140914495366971 1.1075748803024332
