(0.0, 0.0, 0.0) 0.008667094057840682 0.0021968722972407462 0.8841104654716693
(0.0, 0.0, 0.02) 0.009122552448666449 0.002063070496692202 0.8547780587719985
(0.0, 0.0, 0.04) 0.008136678864781088 0.0017607747200419476 1.022786129396729
(0.0, 0.0, 0.06) 0.009792872381770613 0.001507138656396751 1.0301182866460292
(0.0, 0.0, 0.08) 0.008525966824044202 0.001095586007380994 1.00248288324326
(0.0, 0.0, 0.1) 0.01598681434677957 0.0009530282334074345 1.1680890402294193
(0.0, 0.0, 0.12) 0.006052490048623397 0.0009540749182148517 1.1898222892510737
(0.0, 0.02, 0.0) 0.016652286242706132 0.00198603127470743 0.9333275035659694
(0.0, 0.02, 0.02) 0.013424579391082481 0.0017677978908687492 0.9413298758633121
(0.0, 0.02, 0.04) 0.013881420883201524 0.0017716103366305015 0.9767981476990066
(0.0, 0.02, 0.06) 0.018334789029260532 0.0010538425228995192 1.0310408752668043
(0.0, 0.02, 0.08) 0.014157632389484916 0.0011581821578032054 1.0699874588619522
(0.0, 0.02, 0.1) 0.0076993085399297565 0.0007616269340760724 1.3600556281967653
(0.0, 0.02, 0.12) 0.006649981720782916 0.0007618314129925718 1.2450628540917308
(0.0, 0.04, 0.0) 0.024277159928342642 0.0015261094064550472 1.1195409077522376
(0.0, 0.04, 0.02) 0.020068235018976234 0.001486375126137152 1.2890832022516403
(0.0, 0.04, 0.04) 0.018443602021680133 0.0012631347555298101 1.2236401226075557
(0.0, 0.04, 0.06) 0.016131285568026867 0.0009538140330142403 1.2472194928154456
(0.0, 0.04, 0.08) 0.015405911885577356 0.0008782264384936896 1.2880796266901906
(0.0, 0.04, 0.1) 0.013388057113380269 0.0007880849608243749 1.3733135752970778
(0.0, 0.04, 0.12) 0.011564598981751774 0.0008690430429766132 1.291911088515732
(0.0, 0.06, 0.0) 0.017601069661272103 0.0014709225884181104 1.5343591908708136
(0.0, 0.06, 0.02) 0.02020871472334539 0.001272086669694199 1.575037770800716
(0.0, 0.06, 0.04) 0.024119418606868982 0.0012241391371667345 1.3271722916759376
(0.0, 0.06, 0.06) 0.014920061408532128 0.0012304775981740736 1.6207980493361678
(0.0, 0.06, 0.08) 0.015601144550941859 0.000976030271703988 1.5488144677389122
(0.0, 0.06, 0.1) 0.016407623361846577 0.0008963356653801522 1.4137181277989304
(0.0, 0.06, 0.12) 0.022880593430061623 0.0007914379697641816 1.289613539549522
(0.0, 0.08, 0.0) 0.01819458560008493 0.0012089559967641363 1.7927609108265694
(0.0, 0.08, 0.02) 0.016727174931537376 0.00121884813283738 1.6344128083093235
(0.0, 0.08, 0.04) 0.01421321424851457 0.0012038670437373514 1.8053235232658391
(0.0, 0.08, 0.06) 0.013086575278565495 0.0010155380336036143 1.7995206448274512
(0.0, 0.08, 0.08) 0.017551363016758633 0.0007819129447737764 1.5217380203367314
(0.0, 0.08, 0.1) 0.013802105273545397 0.0008853300122422908 1.6513725510903525
(0.0, 0.08, 0.12) 0.013127408225728577 0.0009263482243465261 1.6468458393996026
(0.0, 0.1, 0.0) 0.01164779625572974 0.0011591774686643408 2.1312340422243228
(0.0, 0.1, 0.02) 0.012131050982366815 0.0013225180198079332 2.14585168446234
(0.0, 0.1, 0.04) 0.010890286030830388 0.0010081251050828952 2.1241318180292095
(0.0, 0.1, 0.06) 0.010400225102262742 0.0010607363997946254 2.027843303299477
(0.0, 0.1, 0.08) 0.008605635821016493 0.0009715571976975991 2.139391697509246
(0.0, 0.1, 0.1) 0.012312263809913447 0.0008532407583223983 1.8437019912928547
(0.0, 0.1, 0.12) 0.009952967933722228 0.0008010597976131793 1.8789370763887707
(0.0, 0.12, 0.0) 0.014107179038953399 0.0013222781427376545 2.6875783644867437
(0.0, 0.12, 0.02) 0.013743720726942962 0.0012801736645571082 2.566488332288443
(0.0, 0.12, 0.04) 0.012470140526362583 0.0014729728011883385 2.4338871971415816
(0.0, 0.12, 0.06) 0.00952702804402241 0.0010840527252125908 2.356240299745898
(0.0, 0.12, 0.08) 0.009215624221282612 0.0010329423793696358 2.3611704908734805
(0.0, 0.12, 0.1) 0.009931943833189046 0.0009563281205111381 2.2182578337672982
(0.0, 0.12, 0.12) 0.010888182594830547 0.0012002239876923104 1.9316323984209023
(0.19999999999999998, 0.0, 0.0) 0.008380386877178831 0.002167435943278471 0.8220917327042792
(0.19999999999999998, 0.0, 0.02) 0.008612236213674657 0.002047878475515549 0.7958765515070687
(0.19999999999999998, 0.0, 0.04) 0.007879666014135634 0.001571828436861008 1.0125789632444864
(0.19999999999999998, 0.0, 0.06) 0.012028201112705054 0.001281642821318564 1.139006330198681
(0.19999999999999998, 0.0, 0.08) 0.010739520391293495 0.0009593558336147517 1.020214956223172
(0.19999999999999998, 0.0, 0.1) 0.007470436000004776 0.0008212444176874238 1.1178328952349463
(0.19999999999999998, 0.0, 0.12) 0.006669132019449277 0.0010294380099694772 1.1405805734746268
(0.19999999999999998, 0.02, 0.0) 0.014019150693009613 0.001784447349047078 0.9294859247268065
(0.19999999999999998, 0.02, 0.02) 0.012843275338085039 0.001707561368120109 0.868685453940012
(0.19999999999999998, 0.02, 0.04) 0.01495084876096493 0.00138459540375143 0.9954864761517955
(0.19999999999999998, 0.02, 0.06) 0.014243412131437143 0.0010376726829100672 1.1126187397499796
(0.19999999999999998, 0.02, 0.08) 0.011317643103085397 0.0008159485050640624 1.234902258022528
(0.19999999999999998, 0.02, 0.1) 0.022070312462502947 0.0007921791756598114 1.2213958155264262
(0.19999999999999998, 0.02, 0.12) 0.010514144071549592 0.0008111963931291124 1.253128279604255
(0.19999999999999998, 0.04, 0.0) 0.028847805392647783 0.001423813238189854 1.1936534500242968
(0.19999999999999998, 0.04, 0.02) 0.017715644697738623 0.0012622864866528502 1.2123042615741957
