cell_file!cell_idx!stim_type!cell_type!layer!chan!row!col!cor!xshift!yshift!save_folder
bipolars_late_2012.h5!0!test!bipolar!sequential.4!6!13!23!0.7261589!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!6!test!amacrine!sequential.4!5!12!21!0.7053026!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!3!test!amacrine!sequential.4!0!14!24!0.7050126!0!0!convgc_26_chans[8, 8]
unks_17-10-18.h5!4!test!unk!sequential.0!6!13!22!0.6881693!0!0!convgc_26_chans[8, 8]
bipolars_late_2012.h5!3!test!bipolar!sequential.4!6!12!20!0.66998273!0!0!convgc_26_chans[8, 8]
unks_17-10-18.h5!5!test!unk!sequential.0!6!18!24!0.6675792!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!8!test!amacrine!sequential.4!6!12!22!0.6632559!0!0!convgc_26_chans[8, 8]
unks_17-10-18.h5!10!test!unk!sequential.0!6!17!24!0.6549826!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!2!test!amacrine!sequential.4!5!13!24!0.6456644!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!9!test!amacrine!sequential.4!6!13!23!0.64214736!0!0!convgc_26_chans[8, 8]
unks_17-10-18.h5!2!test!unk!sequential.0!5!17!22!0.6398634!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!12!test!amacrine!sequential.4!6!14!21!0.6364715!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!5!test!amacrine!sequential.4!6!13!22!0.6226568!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!4!test!amacrine!sequential.0!6!20!30!0.62205195!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!14!test!amacrine!sequential.4!6!13!18!0.61676204!0!0!convgc_26_chans[8, 8]
unks_17-10-18.h5!13!test!unk!sequential.0!5!16!25!0.6165588!0!0!convgc_26_chans[8, 8]
unks_17-10-18.h5!8!test!unk!sequential.4!5!7!23!0.60805464!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!19!test!amacrine!sequential.4!6!14!19!0.6064107!0!0!convgc_26_chans[8, 8]
amacrines_early_2012.h5!2!test!amacrine!sequential.4!6!13!25!0.59922427!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!7!test!amacrine!sequential.4!6!13!19!0.5930633!0!0!convgc_26_chans[8, 8]
unks_17-10-18.h5!3!test!unk!sequential.0!5!15!23!0.59226006!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!10!test!amacrine!sequential.4!6!12!21!0.5764078!0!0!convgc_26_chans[8, 8]
bipolars_late_2012.h5!2!test!bipolar!sequential.4!6!14!23!0.5734138!0!0!convgc_26_chans[8, 8]
unks_17-10-18.h5!11!test!unk!sequential.0!4!14!23!0.5539757!0!0!convgc_26_chans[8, 8]
amacrines_early_2012.h5!4!test!amacrine!sequential.0!5!17!28!0.5506263!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!13!test!amacrine!sequential.4!5!12!21!0.5353688!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!1!test!amacrine!sequential.0!6!20!24!0.5277837!0!0!convgc_26_chans[8, 8]
unks_17-10-18.h5!6!test!unk!sequential.4!1!13!23!0.5272919!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!18!test!amacrine!sequential.4!6!11!20!0.5257661!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!15!test!amacrine!sequential.4!6!12!19!0.5102294!0!0!convgc_26_chans[8, 8]
amacrines_early_2012.h5!0!test!amacrine!sequential.0!5!16!28!0.5075802!0!0!convgc_26_chans[8, 8]
unks_17-10-18.h5!0!test!unk!sequential.4!1!11!22!0.49755332!0!0!convgc_26_chans[8, 8]
bipolars_late_2012.h5!1!test!bipolar!sequential.4!6!11!22!0.49700302!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!11!test!amacrine!sequential.4!6!11!22!0.49700302!0!0!convgc_26_chans[8, 8]
amacrines_early_2012.h5!1!test!amacrine!sequential.0!5!18!29!0.49098992!0!0!convgc_26_chans[8, 8]
unks_17-10-18.h5!9!test!unk!sequential.4!6!10!21!0.49029666!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!17!test!amacrine!sequential.4!6!15!19!0.48916712!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!16!test!amacrine!sequential.4!6!12!22!0.47338507!0!0!convgc_26_chans[8, 8]
amacrines_early_2012.h5!3!test!amacrine!sequential.4!5!12!25!0.4568142!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!0!test!amacrine!sequential.4!5!13!24!0.44597957!0!0!convgc_26_chans[8, 8]
unks_17-10-18.h5!12!test!unk!sequential.4!2!10!21!0.44271496!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!20!test!amacrine!sequential.4!6!11!20!0.43390167!0!0!convgc_26_chans[8, 8]
amacrines_late_2012.h5!21!test!amacrine!sequential.4!6!17!17!0.3705491!0!0!convgc_26_chans[8, 8]
bipolars_early_2012.h5!2!test!bipolar!sequential.4!6!12!23!0.34395346!0!0!convgc_26_chans[8, 8]
bipolars_early_2012.h5!0!test!bipolar!sequential.0!3!16!27!0.3182222!0!0!convgc_26_chans[8, 8]
unks_17-10-18.h5!1!test!unk!sequential.0!5!12!22!0.31039593!0!0!convgc_26_chans[8, 8]
unks_17-10-18.h5!7!test!unk!sequential.0!6!16!23!0.27145308!0!0!convgc_26_chans[8, 8]
bipolars_early_2012.h5!1!test!bipolar!sequential.0!5!16!27!0.24848378!0!0!convgc_26_chans[8, 8]
